state_code,county_code,site_num,parameter_code,POC,latitude,longitude,datum,parameter_name,sample_duration,pollutant_standard,metric_used,method_name,year,units_of_measure,event_type,observation_count,observation_percent,completeness_indicator,valid_day_count,required_day_count,exceptional_data_count,null_data_count,primary_exceedance_count,secondary_exceedance_count,certification_indicator,num_obs_below_MDL,arithmetic_mean,arithmetic_standard_dev,first_max_value,first_max_datetime,second_max_value,second_max_datetime,third_max_value,third_max_datetime,fourth_max_value,fourth_max_datetime,first_max_non_overlapping_value,first_NO_max_datetime,second_max_non_overlapping_value,second_NO_max_datetime,ninety_ninth_percentile,ninety_eighth_percentile,ninety_fifth_percentile,ninetieth_percentile,seventy_fifth_percentile,fiftieth_percentile,tenth_percentile,local_site_name,address,state_name,county_name,city_name,CBSA_name,date_of_last_change
26,163,15,88101,1,42.302786,-83.10653,WGS84,PM2.5 - Local Conditions,24 HOUR,PM25 24-hour 1997,Daily Mean,Multiple Methods Used,2016,Micrograms/cubic meter (LC),No Events,121,99,Y,121,122,0,1,0,0,Certified,0,11.327273,5.764995,26.3,7/17/2016 0:00,26.2,7/11/2016 0:00,25.6,11/17/2016 0:00,24.1,11/2/2016 0:00,,,,,26.2,25.6,23.8,19.1,15,11.3,4.6,Southwestern H.S.,150 WATERMAN (DETROIT-SW),Michigan,Wayne,Detroit,"Detroit-Warren-Dearborn, MI",5/2/2022
26,163,16,88101,1,42.357808,-83.096033,WGS84,PM2.5 - Local Conditions,24 HOUR,PM25 24-hour 1997,Daily Mean,Multiple Methods Used,2016,Micrograms/cubic meter (LC),No Events,120,98,Y,120,122,0,0,0,0,Certified,0,8.943333,4.683652,24.8,11/17/2016 0:00,23.3,12/23/2016 0:00,22.5,11/2/2016 0:00,19.5,12/20/2016 0:00,,,,,23.3,22.5,18.6,15.3,11.5,8.9,3.2,,2451 MARQUETTE,Michigan,Wayne,Detroit,"Detroit-Warren-Dearborn, MI",11/8/2021
26,163,19,88101,1,42.43084,-83.000138,WGS84,PM2.5 - Local Conditions,24 HOUR,PM25 24-hour 1997,Daily Mean,Multiple Methods Used,2016,Micrograms/cubic meter (LC),No Events,118,97,Y,118,122,0,2,0,0,Certified,0,8.139831,4.430954,22,12/23/2016 0:00,20.9,11/17/2016 0:00,19.5,11/2/2016 0:00,19,12/20/2016 0:00,,,,,20.9,19.5,16.6,14.4,10.5,7.9,2.8,East 7 Mile,11600 EAST SEVEN MILE RD (DETROIT-E7M),Michigan,Wayne,Detroit,"Detroit-Warren-Dearborn, MI",5/2/2022
26,163,25,88101,1,42.423063,-83.426263,WGS84,PM2.5 - Local Conditions,24 HOUR,PM25 24-hour 1997,Daily Mean,Multiple Methods Used,2016,Micrograms/cubic meter (LC),No Events,118,97,Y,118,122,0,4,0,0,Certified,0,8.15339,4.171775,22.1,11/17/2016 0:00,20.5,11/2/2016 0:00,19.9,1/25/2016 0:00,17.2,1/7/2016 0:00,,,,,20.5,19.9,15.8,13.6,10.2,7.8,2.9,SCHOOLCRAFT COLLEGE,38707 SEVEN MILE ROAD,Michigan,Wayne,Livonia,"Detroit-Warren-Dearborn, MI",11/8/2021
26,163,33,88101,1,42.306674,-83.148754,WGS84,PM2.5 - Local Conditions,24 HOUR,PM25 24-hour 1997,Daily Mean,Multiple Methods Used,2016,Micrograms/cubic meter (LC),No Events,121,99,Y,121,122,0,1,0,0,Certified,0,10.661983,5.445323,28.8,12/23/2016 0:00,26.8,12/20/2016 0:00,25.8,11/17/2016 0:00,24.6,11/2/2016 0:00,,,,,26.8,25.8,19.6,17.4,13.6,10,3.7,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,2842 WYOMING (DEARBORN),Michigan,Wayne,Dearborn,"Detroit-Warren-Dearborn, MI",11/8/2021
26,163,36,88101,1,42.187289,-83.153905,WGS84,PM2.5 - Local Conditions,24 HOUR,PM25 24-hour 1997,Daily Mean,Multiple Methods Used,2016,Micrograms/cubic meter (LC),No Events,116,95,Y,116,122,0,3,0,0,Certified,0,7.687069,3.949783,19.8,12/23/2016 0:00,19.3,11/2/2016 0:00,18.8,11/17/2016 0:00,18.3,12/20/2016 0:00,,,,,19.3,18.8,15,12.8,10,7.3,2.8,92 FEET FROM WHE STREET,3625 BIDDLE AVE,Michigan,Wayne,Wyandotte,"Detroit-Warren-Dearborn, MI",11/8/2021
26,163,39,88101,1,42.323341,-83.068473,WGS84,PM2.5 - Local Conditions,24 HOUR,PM25 24-hour 1997,Daily Mean,Multiple Methods Used,2016,Micrograms/cubic meter (LC),No Events,337,92,Y,337,366,0,6,0,0,Certified,0,8.403858,4.24537,22.2,12/23/2016 0:00,21.9,11/2/2016 0:00,21.8,12/21/2016 0:00,21.6,12/20/2016 0:00,,,,,21.6,20.5,16.3,14,10.8,7.9,3.4,FIA/Lafayette,2000 W. LAFAYETTE,Michigan,Wayne,Detroit,"Detroit-Warren-Dearborn, MI",11/8/2021
26,163,93,88101,3,42.385998,-83.266189,WGS84,PM2.5 - Local Conditions,24-HR BLK AVG,PM25 24-hour 1997,Daily Mean,,2016,Micrograms/cubic meter (LC),No Events,214,58,N,214,366,0,0,,,Certified,0,12.070093,4.863985,37.9,7/4/2016 0:00,27.7,11/17/2016 0:00,26.5,11/6/2016 0:00,25.4,12/23/2016 0:00,,,,,26.5,25,22,17.4,14.3,11.5,6.7,ELIZA-NR,23751 FENKELL ST (ELIZA HOWELL-NR),Michigan,Wayne,Detroit,"Detroit-Warren-Dearborn, MI",11/8/2021
26,163,95,88101,1,42.421502,-83.425042,WGS84,PM2.5 - Local Conditions,24 HOUR,PM25 24-hour 1997,Daily Mean,Multiple Methods Used,2016,Micrograms/cubic meter (LC),No Events,121,99,Y,121,122,0,0,0,0,Certified,0,8.524793,4.615288,23.8,12/23/2016 0:00,22.3,11/17/2016 0:00,21.4,11/2/2016 0:00,20,1/25/2016 0:00,,,,,22.3,21.4,16.3,14.5,11,8,3,LIVONIA-NR,18790 HAGGERTY RD (LIVONIA-NR),Michigan,Wayne,Livonia,"Detroit-Warren-Dearborn, MI",11/8/2021
26,163,95,88101,3,42.421502,-83.425042,WGS84,PM2.5 - Local Conditions,24-HR BLK AVG,PM25 Annual 1997,Quarterly Means of Daily Means,,2016,Micrograms/cubic meter (LC),No Events,100,27,N,100,366,0,0,10,10,Certified,0,8.085,4.551864,20.9,11/17/2016 0:00,20.3,11/15/2016 0:00,19.7,12/23/2016 0:00,19.3,11/2/2016 0:00,,,,,20.9,20.3,18.3,15.3,10.5,7,3.4,LIVONIA-NR,18790 HAGGERTY RD (LIVONIA-NR),Michigan,Wayne,Livonia,"Detroit-Warren-Dearborn, MI",11/8/2021
